acc,sample_acc,biosample,sra_study,bioproject
SRR9431524,SRS5012764,SAMN12120334,SRP210530,
SRR9431556,SRS5012764,SAMN12120334,SRP210530,
SRR9431680,SRS5012764,SAMN12120334,SRP210530,
SRR9431717,SRS5012764,SAMN12120334,SRP210530,
SRR9431015,SRS5012764,SAMN12120334,SRP210530,
SRR9431573,SRS5012764,SAMN12120334,SRP210530,
SRR9431699,SRS5012764,SAMN12120334,SRP210530,
SRR9431539,SRS5012764,SAMN12120334,SRP210530,
SRR9431387,SRS5012764,SAMN12120334,SRP210530,
SRR9431752,SRS5012764,SAMN12120334,SRP210530,
SRR9431674,SRS5012764,SAMN12120334,SRP210530,
SRR9431738,SRS5012764,SAMN12120334,SRP210530,
SRR9430947,SRS5012764,SAMN12120334,SRP210530,
SRR9431269,SRS5012764,SAMN12120334,SRP210530,
SRR9431310,SRS5012764,SAMN12120334,SRP210530,
SRR9431285,SRS5012764,SAMN12120334,SRP210530,
SRR9431747,SRS5012764,SAMN12120334,SRP210530,
SRR9431382,SRS5012764,SAMN12120334,SRP210530,
SRR9431749,SRS5012764,SAMN12120334,SRP210530,
SRR9431191,SRS5012764,SAMN12120334,SRP210530,
SRR9431327,SRS5012764,SAMN12120334,SRP210530,
SRR9431249,SRS5012764,SAMN12120334,SRP210530,
SRR9431485,SRS5012764,SAMN12120334,SRP210530,
SRR9431586,SRS5012764,SAMN12120334,SRP210530,
SRR9431169,SRS5012764,SAMN12120334,SRP210530,
SRR9431433,SRS5012764,SAMN12120334,SRP210530,
SRR9431640,SRS5012764,SAMN12120334,SRP210530,
SRR9431418,SRS5012764,SAMN12120334,SRP210530,
SRR9431408,SRS5012764,SAMN12120334,SRP210530,
SRR9431306,SRS5012764,SAMN12120334,SRP210530,
SRR9431004,SRS5012764,SAMN12120334,SRP210530,
SRR9431336,SRS5012764,SAMN12120334,SRP210530,
SRR9431522,SRS5012764,SAMN12120334,SRP210530,
SRR9431246,SRS5012764,SAMN12120334,SRP210530,
SRR9431630,SRS5012764,SAMN12120334,SRP210530,
SRR9431065,SRS5012764,SAMN12120334,SRP210530,
SRR9431763,SRS5012764,SAMN12120334,SRP210530,
SRR9431254,SRS5012764,SAMN12120334,SRP210530,
SRR9431021,SRS5012764,SAMN12120334,SRP210530,
SRR9431240,SRS5012764,SAMN12120334,SRP210530,
SRR9431599,SRS5012764,SAMN12120334,SRP210530,
SRR9431790,SRS5012764,SAMN12120334,SRP210530,
SRR9431214,SRS5012764,SAMN12120334,SRP210530,
SRR9431404,SRS5012764,SAMN12120334,SRP210530,
SRR9431781,SRS5012764,SAMN12120334,SRP210530,
SRR9431698,SRS5012764,SAMN12120334,SRP210530,
SRR9431679,SRS5012764,SAMN12120334,SRP210530,
SRR9431106,SRS5012764,SAMN12120334,SRP210530,
SRR9431236,SRS5012764,SAMN12120334,SRP210530,
SRR9431218,SRS5012764,SAMN12120334,SRP210530,
SRR9431584,SRS5012764,SAMN12120334,SRP210530,
SRR9431608,SRS5012764,SAMN12120334,SRP210530,
SRR9431802,SRS5012764,SAMN12120334,SRP210530,
SRR9431500,SRS5012764,SAMN12120334,SRP210530,
SRR9430954,SRS5012764,SAMN12120334,SRP210530,
SRR9431072,SRS5012764,SAMN12120334,SRP210530,
SRR9431649,SRS5012764,SAMN12120334,SRP210530,
SRR9431600,SRS5012764,SAMN12120334,SRP210530,
SRR9431762,SRS5012764,SAMN12120334,SRP210530,
SRR9431318,SRS5012764,SAMN12120334,SRP210530,
SRR9431375,SRS5012764,SAMN12120334,SRP210530,
SRR9431583,SRS5012764,SAMN12120334,SRP210530,
SRR9431436,SRS5012764,SAMN12120334,SRP210530,
SRR9431605,SRS5012764,SAMN12120334,SRP210530,
SRR9430960,SRS5012764,SAMN12120334,SRP210530,
SRR9431688,SRS5012764,SAMN12120334,SRP210530,
SRR9431596,SRS5012764,SAMN12120334,SRP210530,
SRR9431274,SRS5012764,SAMN12120334,SRP210530,
SRR9431428,SRS5012764,SAMN12120334,SRP210530,
SRR9431718,SRS5012764,SAMN12120334,SRP210530,
SRR9431794,SRS5012764,SAMN12120334,SRP210530,
SRR9431656,SRS5012764,SAMN12120334,SRP210530,
SRR9431594,SRS5012764,SAMN12120334,SRP210530,
SRR9430965,SRS5012764,SAMN12120334,SRP210530,
SRR9431237,SRS5012764,SAMN12120334,SRP210530,
SRR9431206,SRS5012764,SAMN12120334,SRP210530,
SRR9430964,SRS5012764,SAMN12120334,SRP210530,
SRR9431589,SRS5012764,SAMN12120334,SRP210530,
SRR9431588,SRS5012764,SAMN12120334,SRP210530,
SRR9431181,SRS5012764,SAMN12120334,SRP210530,
SRR9431094,SRS5012764,SAMN12120334,SRP210530,
SRR9431666,SRS5012764,SAMN12120334,SRP210530,
SRR9431702,SRS5012764,SAMN12120334,SRP210530,
SRR9431570,SRS5012764,SAMN12120334,SRP210530,
SRR9430962,SRS5012764,SAMN12120334,SRP210530,
SRR9430995,SRS5012764,SAMN12120334,SRP210530,
SRR9431563,SRS5012764,SAMN12120334,SRP210530,
SRR9431278,SRS5012764,SAMN12120334,SRP210530,
SRR9431637,SRS5012764,SAMN12120334,SRP210530,
SRR9431162,SRS5012764,SAMN12120334,SRP210530,
SRR9431714,SRS5012764,SAMN12120334,SRP210530,
SRR9431024,SRS5012764,SAMN12120334,SRP210530,
SRR9431101,SRS5012764,SAMN12120334,SRP210530,
SRR9431462,SRS5012764,SAMN12120334,SRP210530,
SRR9431614,SRS5012764,SAMN12120334,SRP210530,
SRR9431334,SRS5012764,SAMN12120334,SRP210530,
SRR9431379,SRS5012764,SAMN12120334,SRP210530,
SRR9431311,SRS5012764,SAMN12120334,SRP210530,
SRR9431299,SRS5012764,SAMN12120334,SRP210530,
SRR9431001,SRS5012764,SAMN12120334,SRP210530,
SRR9431616,SRS5012764,SAMN12120334,SRP210530,
SRR9431437,SRS5012764,SAMN12120334,SRP210530,
SRR9431553,SRS5012764,SAMN12120334,SRP210530,
SRR9431505,SRS5012764,SAMN12120334,SRP210530,
SRR9431186,SRS5012764,SAMN12120334,SRP210530,
SRR9431516,SRS5012764,SAMN12120334,SRP210530,
SRR9431252,SRS5012764,SAMN12120334,SRP210530,
SRR9431271,SRS5012764,SAMN12120334,SRP210530,
SRR9431435,SRS5012764,SAMN12120334,SRP210530,
SRR9431258,SRS5012764,SAMN12120334,SRP210530,
SRR9431344,SRS5012764,SAMN12120334,SRP210530,
SRR9431253,SRS5012764,SAMN12120334,SRP210530,
SRR9431491,SRS5012764,SAMN12120334,SRP210530,
SRR9431743,SRS5012764,SAMN12120334,SRP210530,
SRR9431753,SRS5012764,SAMN12120334,SRP210530,
SRR9431275,SRS5012764,SAMN12120334,SRP210530,
SRR9431423,SRS5012764,SAMN12120334,SRP210530,
SRR9430969,SRS5012764,SAMN12120334,SRP210530,
SRR9431496,SRS5012764,SAMN12120334,SRP210530,
SRR9431005,SRS5012764,SAMN12120334,SRP210530,
SRR9431388,SRS5012764,SAMN12120334,SRP210530,
SRR9431020,SRS5012764,SAMN12120334,SRP210530,
SRR9431503,SRS5012764,SAMN12120334,SRP210530,
SRR9431343,SRS5012764,SAMN12120334,SRP210530,
SRR9431067,SRS5012764,SAMN12120334,SRP210530,
SRR9431140,SRS5012764,SAMN12120334,SRP210530,
SRR9431192,SRS5012764,SAMN12120334,SRP210530,
SRR9431685,SRS5012764,SAMN12120334,SRP210530,
SRR9431683,SRS5012764,SAMN12120334,SRP210530,
SRR9431154,SRS5012764,SAMN12120334,SRP210530,
SRR9431441,SRS5012764,SAMN12120334,SRP210530,
SRR9431185,SRS5012764,SAMN12120334,SRP210530,
SRR9431534,SRS5012764,SAMN12120334,SRP210530,
SRR9431095,SRS5012764,SAMN12120334,SRP210530,
SRR9431002,SRS5012764,SAMN12120334,SRP210530,
SRR9431618,SRS5012764,SAMN12120334,SRP210530,
SRR9431638,SRS5012764,SAMN12120334,SRP210530,
SRR9431048,SRS5012764,SAMN12120334,SRP210530,
SRR9431235,SRS5012764,SAMN12120334,SRP210530,
SRR9431391,SRS5012764,SAMN12120334,SRP210530,
SRR9430941,SRS5012764,SAMN12120334,SRP210530,
SRR9431225,SRS5012764,SAMN12120334,SRP210530,
SRR9431120,SRS5012764,SAMN12120334,SRP210530,
SRR9431149,SRS5012764,SAMN12120334,SRP210530,
SRR9431209,SRS5012764,SAMN12120334,SRP210530,
SRR9431734,SRS5012764,SAMN12120334,SRP210530,
SRR9431245,SRS5012764,SAMN12120334,SRP210530,
SRR9431091,SRS5012764,SAMN12120334,SRP210530,
SRR9431298,SRS5012764,SAMN12120334,SRP210530,
SRR9431541,SRS5012764,SAMN12120334,SRP210530,
SRR9431180,SRS5012764,SAMN12120334,SRP210530,
SRR9431238,SRS5012764,SAMN12120334,SRP210530,
SRR9431384,SRS5012764,SAMN12120334,SRP210530,
SRR9431358,SRS5012764,SAMN12120334,SRP210530,
SRR9431056,SRS5012764,SAMN12120334,SRP210530,
SRR9431201,SRS5012764,SAMN12120334,SRP210530,
SRR9431111,SRS5012764,SAMN12120334,SRP210530,
SRR9431593,SRS5012764,SAMN12120334,SRP210530,
SRR9431127,SRS5012764,SAMN12120334,SRP210530,
SRR9431479,SRS5012764,SAMN12120334,SRP210530,
SRR9430959,SRS5012764,SAMN12120334,SRP210530,
SRR9431677,SRS5012764,SAMN12120334,SRP210530,
SRR9430998,SRS5012764,SAMN12120334,SRP210530,
SRR9431121,SRS5012764,SAMN12120334,SRP210530,
SRR9431693,SRS5012764,SAMN12120334,SRP210530,
SRR9430958,SRS5012764,SAMN12120334,SRP210530,
SRR9430983,SRS5012764,SAMN12120334,SRP210530,
SRR9431733,SRS5012764,SAMN12120334,SRP210530,
SRR9431017,SRS5012764,SAMN12120334,SRP210530,
SRR9431780,SRS5012764,SAMN12120334,SRP210530,
SRR9431626,SRS5012764,SAMN12120334,SRP210530,
SRR9431585,SRS5012764,SAMN12120334,SRP210530,
SRR9431748,SRS5012764,SAMN12120334,SRP210530,
SRR9431338,SRS5012764,SAMN12120334,SRP210530,
SRR9431576,SRS5012764,SAMN12120334,SRP210530,
SRR9431495,SRS5012764,SAMN12120334,SRP210530,
SRR9431712,SRS5012764,SAMN12120334,SRP210530,
SRR9431653,SRS5012764,SAMN12120334,SRP210530,
SRR9431709,SRS5012764,SAMN12120334,SRP210530,
SRR9431172,SRS5012764,SAMN12120334,SRP210530,
SRR9431126,SRS5012764,SAMN12120334,SRP210530,
SRR9431032,SRS5012764,SAMN12120334,SRP210530,
SRR9431765,SRS5012764,SAMN12120334,SRP210530,
SRR9431761,SRS5012764,SAMN12120334,SRP210530,
SRR9431281,SRS5012764,SAMN12120334,SRP210530,
SRR9431470,SRS5012764,SAMN12120334,SRP210530,
SRR9431150,SRS5012764,SAMN12120334,SRP210530,
SRR9431512,SRS5012764,SAMN12120334,SRP210530,
SRR9431800,SRS5012764,SAMN12120334,SRP210530,
SRR9431775,SRS5012764,SAMN12120334,SRP210530,
SRR9431414,SRS5012764,SAMN12120334,SRP210530,
SRR9431754,SRS5012764,SAMN12120334,SRP210530,
SRR9431521,SRS5012764,SAMN12120334,SRP210530,
SRR9431301,SRS5012764,SAMN12120334,SRP210530,
SRR9431473,SRS5012764,SAMN12120334,SRP210530,
SRR9431389,SRS5012764,SAMN12120334,SRP210530,
SRR9431663,SRS5012764,SAMN12120334,SRP210530,
SRR9430997,SRS5012764,SAMN12120334,SRP210530,
SRR9431196,SRS5012764,SAMN12120334,SRP210530,
SRR9431216,SRS5012764,SAMN12120334,SRP210530,
SRR9431546,SRS5012764,SAMN12120334,SRP210530,
SRR9430968,SRS5012764,SAMN12120334,SRP210530,
SRR9431566,SRS5012764,SAMN12120334,SRP210530,
SRR9431208,SRS5012764,SAMN12120334,SRP210530,
SRR9431792,SRS5012764,SAMN12120334,SRP210530,
SRR9431028,SRS5012764,SAMN12120334,SRP210530,
SRR9431174,SRS5012764,SAMN12120334,SRP210530,
SRR9431158,SRS5012764,SAMN12120334,SRP210530,
SRR9431673,SRS5012764,SAMN12120334,SRP210530,
SRR9431603,SRS5012764,SAMN12120334,SRP210530,
SRR9431798,SRS5012764,SAMN12120334,SRP210530,
SRR9431070,SRS5012764,SAMN12120334,SRP210530,
SRR9431372,SRS5012764,SAMN12120334,SRP210530,
SRR9430946,SRS5012764,SAMN12120334,SRP210530,
SRR9431189,SRS5012764,SAMN12120334,SRP210530,
SRR9431296,SRS5012764,SAMN12120334,SRP210530,
SRR9431136,SRS5012764,SAMN12120334,SRP210530,
SRR9431266,SRS5012764,SAMN12120334,SRP210530,
SRR9431502,SRS5012764,SAMN12120334,SRP210530,
SRR9431711,SRS5012764,SAMN12120334,SRP210530,
SRR9431122,SRS5012764,SAMN12120334,SRP210530,
SRR9430940,SRS5012764,SAMN12120334,SRP210530,
SRR9431415,SRS5012764,SAMN12120334,SRP210530,
SRR9431036,SRS5012764,SAMN12120334,SRP210530,
SRR9431659,SRS5012764,SAMN12120334,SRP210530,
SRR9431394,SRS5012764,SAMN12120334,SRP210530,
SRR9431369,SRS5012764,SAMN12120334,SRP210530,
SRR9431342,SRS5012764,SAMN12120334,SRP210530,
SRR9431582,SRS5012764,SAMN12120334,SRP210530,
SRR9431628,SRS5012764,SAMN12120334,SRP210530,
SRR9431482,SRS5012764,SAMN12120334,SRP210530,
SRR9431523,SRS5012764,SAMN12120334,SRP210530,
SRR9431397,SRS5012764,SAMN12120334,SRP210530,
SRR9431449,SRS5012764,SAMN12120334,SRP210530,
SRR9431058,SRS5012764,SAMN12120334,SRP210530,
SRR9431268,SRS5012764,SAMN12120334,SRP210530,
SRR9431471,SRS5012764,SAMN12120334,SRP210530,
SRR9430984,SRS5012764,SAMN12120334,SRP210530,
SRR9431113,SRS5012764,SAMN12120334,SRP210530,
SRR9431410,SRS5012764,SAMN12120334,SRP210530,
SRR9431543,SRS5012764,SAMN12120334,SRP210530,
SRR9430989,SRS5012764,SAMN12120334,SRP210530,
SRR9431239,SRS5012764,SAMN12120334,SRP210530,
SRR9431542,SRS5012764,SAMN12120334,SRP210530,
SRR9431558,SRS5012764,SAMN12120334,SRP210530,
SRR9431134,SRS5012764,SAMN12120334,SRP210530,
SRR9431627,SRS5012764,SAMN12120334,SRP210530,
SRR9431052,SRS5012764,SAMN12120334,SRP210530,
SRR9431047,SRS5012764,SAMN12120334,SRP210530,
SRR9431670,SRS5012764,SAMN12120334,SRP210530,
SRR9431364,SRS5012764,SAMN12120334,SRP210530,
SRR9431742,SRS5012764,SAMN12120334,SRP210530,
SRR9431042,SRS5012764,SAMN12120334,SRP210530,
SRR9431457,SRS5012764,SAMN12120334,SRP210530,
SRR9431259,SRS5012764,SAMN12120334,SRP210530,
SRR9431242,SRS5012764,SAMN12120334,SRP210530,
SRR9431555,SRS5012764,SAMN12120334,SRP210530,
SRR9431243,SRS5012764,SAMN12120334,SRP210530,
SRR9431507,SRS5012764,SAMN12120334,SRP210530,
SRR9431731,SRS5012764,SAMN12120334,SRP210530,
SRR9431055,SRS5012764,SAMN12120334,SRP210530,
SRR9431476,SRS5012764,SAMN12120334,SRP210530,
SRR9431396,SRS5012764,SAMN12120334,SRP210530,
SRR9431332,SRS5012764,SAMN12120334,SRP210530,
SRR9431398,SRS5012764,SAMN12120334,SRP210530,
SRR9431290,SRS5012764,SAMN12120334,SRP210530,
SRR9431200,SRS5012764,SAMN12120334,SRP210530,
SRR9431728,SRS5012764,SAMN12120334,SRP210530,
SRR9430980,SRS5012764,SAMN12120334,SRP210530,
SRR9431518,SRS5012764,SAMN12120334,SRP210530,
SRR9431019,SRS5012764,SAMN12120334,SRP210530,
SRR9431393,SRS5012764,SAMN12120334,SRP210530,
SRR9430996,SRS5012764,SAMN12120334,SRP210530,
SRR9431390,SRS5012764,SAMN12120334,SRP210530,
SRR9431368,SRS5012764,SAMN12120334,SRP210530,
SRR9431427,SRS5012764,SAMN12120334,SRP210530,
SRR9431632,SRS5012764,SAMN12120334,SRP210530,
SRR9431085,SRS5012764,SAMN12120334,SRP210530,
SRR9431217,SRS5012764,SAMN12120334,SRP210530,
SRR9431212,SRS5012764,SAMN12120334,SRP210530,
SRR9431639,SRS5012764,SAMN12120334,SRP210530,
SRR9431494,SRS5012764,SAMN12120334,SRP210530,
SRR9431425,SRS5012764,SAMN12120334,SRP210530,
SRR9431448,SRS5012764,SAMN12120334,SRP210530,
SRR9431260,SRS5012764,SAMN12120334,SRP210530,
SRR9431276,SRS5012764,SAMN12120334,SRP210530,
SRR9431535,SRS5012764,SAMN12120334,SRP210530,
SRR9431356,SRS5012764,SAMN12120334,SRP210530,
SRR9430990,SRS5012764,SAMN12120334,SRP210530,
SRR9431610,SRS5012764,SAMN12120334,SRP210530,
SRR9430973,SRS5012764,SAMN12120334,SRP210530,
SRR9431182,SRS5012764,SAMN12120334,SRP210530,
SRR9430970,SRS5012764,SAMN12120334,SRP210530,
SRR9431100,SRS5012764,SAMN12120334,SRP210530,
SRR9431029,SRS5012764,SAMN12120334,SRP210530,
SRR9431123,SRS5012764,SAMN12120334,SRP210530,
SRR9431227,SRS5012764,SAMN12120334,SRP210530,
SRR9431107,SRS5012764,SAMN12120334,SRP210530,
SRR9431219,SRS5012764,SAMN12120334,SRP210530,
SRR9431131,SRS5012764,SAMN12120334,SRP210530,
SRR9431590,SRS5012764,SAMN12120334,SRP210530,
SRR9431315,SRS5012764,SAMN12120334,SRP210530,
SRR9430987,SRS5012764,SAMN12120334,SRP210530,
SRR9431444,SRS5012764,SAMN12120334,SRP210530,
SRR9431565,SRS5012764,SAMN12120334,SRP210530,
SRR9431759,SRS5012764,SAMN12120334,SRP210530,
SRR9431000,SRS5012764,SAMN12120334,SRP210530,
SRR9431204,SRS5012764,SAMN12120334,SRP210530,
SRR9431615,SRS5012764,SAMN12120334,SRP210530,
SRR9431262,SRS5012764,SAMN12120334,SRP210530,
SRR9431103,SRS5012764,SAMN12120334,SRP210530,
SRR9431439,SRS5012764,SAMN12120334,SRP210530,
SRR9430977,SRS5012764,SAMN12120334,SRP210530,
SRR9431634,SRS5012764,SAMN12120334,SRP210530,
SRR9431477,SRS5012764,SAMN12120334,SRP210530,
SRR9431025,SRS5012764,SAMN12120334,SRP210530,
SRR9430961,SRS5012764,SAMN12120334,SRP210530,
SRR9431314,SRS5012764,SAMN12120334,SRP210530,
SRR9431059,SRS5012764,SAMN12120334,SRP210530,
SRR9431319,SRS5012764,SAMN12120334,SRP210530,
SRR9431745,SRS5012764,SAMN12120334,SRP210530,
SRR9431267,SRS5012764,SAMN12120334,SRP210530,
SRR9431119,SRS5012764,SAMN12120334,SRP210530,
SRR9430981,SRS5012764,SAMN12120334,SRP210530,
SRR9430979,SRS5012764,SAMN12120334,SRP210530,
SRR9431339,SRS5012764,SAMN12120334,SRP210530,
SRR9431322,SRS5012764,SAMN12120334,SRP210530,
SRR9430950,SRS5012764,SAMN12120334,SRP210530,
SRR9431766,SRS5012764,SAMN12120334,SRP210530,
SRR9431373,SRS5012764,SAMN12120334,SRP210530,
SRR9431446,SRS5012764,SAMN12120334,SRP210530,
SRR9431511,SRS5012764,SAMN12120334,SRP210530,
SRR9431561,SRS5012764,SAMN12120334,SRP210530,
SRR9431466,SRS5012764,SAMN12120334,SRP210530,
SRR9431751,SRS5012764,SAMN12120334,SRP210530,
SRR9431088,SRS5012764,SAMN12120334,SRP210530,
SRR9431420,SRS5012764,SAMN12120334,SRP210530,
SRR9431250,SRS5012764,SAMN12120334,SRP210530,
SRR9431416,SRS5012764,SAMN12120334,SRP210530,
SRR9431132,SRS5012764,SAMN12120334,SRP210530,
SRR9431506,SRS5012764,SAMN12120334,SRP210530,
SRR9431643,SRS5012764,SAMN12120334,SRP210530,
SRR9431045,SRS5012764,SAMN12120334,SRP210530,
SRR9431412,SRS5012764,SAMN12120334,SRP210530,
SRR9431719,SRS5012764,SAMN12120334,SRP210530,
SRR9431517,SRS5012764,SAMN12120334,SRP210530,
SRR9430976,SRS5012764,SAMN12120334,SRP210530,
SRR9431424,SRS5012764,SAMN12120334,SRP210530,
SRR9431513,SRS5012764,SAMN12120334,SRP210530,
SRR9431170,SRS5012764,SAMN12120334,SRP210530,
SRR9431159,SRS5012764,SAMN12120334,SRP210530,
SRR9431156,SRS5012764,SAMN12120334,SRP210530,
SRR9431141,SRS5012764,SAMN12120334,SRP210530,
SRR9431264,SRS5012764,SAMN12120334,SRP210530,
SRR9431468,SRS5012764,SAMN12120334,SRP210530,
SRR9431102,SRS5012764,SAMN12120334,SRP210530,
SRR9431797,SRS5012764,SAMN12120334,SRP210530,
SRR9431469,SRS5012764,SAMN12120334,SRP210530,
SRR9431636,SRS5012764,SAMN12120334,SRP210530,
SRR9431785,SRS5012764,SAMN12120334,SRP210530,
SRR9431084,SRS5012764,SAMN12120334,SRP210530,
SRR9431178,SRS5012764,SAMN12120334,SRP210530,
SRR9431392,SRS5012764,SAMN12120334,SRP210530,
SRR9431161,SRS5012764,SAMN12120334,SRP210530,
SRR9431606,SRS5012764,SAMN12120334,SRP210530,
SRR9431645,SRS5012764,SAMN12120334,SRP210530,
SRR9431782,SRS5012764,SAMN12120334,SRP210530,
SRR9431099,SRS5012764,SAMN12120334,SRP210530,
SRR9430988,SRS5012764,SAMN12120334,SRP210530,
SRR9431532,SRS5012764,SAMN12120334,SRP210530,
SRR9431176,SRS5012764,SAMN12120334,SRP210530,
SRR9431329,SRS5012764,SAMN12120334,SRP210530,
SRR9431426,SRS5012764,SAMN12120334,SRP210530,
SRR9431062,SRS5012764,SAMN12120334,SRP210530,
SRR9431725,SRS5012764,SAMN12120334,SRP210530,
SRR9431650,SRS5012764,SAMN12120334,SRP210530,
SRR9431732,SRS5012764,SAMN12120334,SRP210530,
SRR9431567,SRS5012764,SAMN12120334,SRP210530,
SRR9431715,SRS5012764,SAMN12120334,SRP210530,
SRR9431328,SRS5012764,SAMN12120334,SRP210530,
SRR9431362,SRS5012764,SAMN12120334,SRP210530,
SRR9431465,SRS5012764,SAMN12120334,SRP210530,
SRR9431330,SRS5012764,SAMN12120334,SRP210530,
SRR9431023,SRS5012764,SAMN12120334,SRP210530,
SRR9431366,SRS5012764,SAMN12120334,SRP210530,
SRR9431041,SRS5012764,SAMN12120334,SRP210530,
SRR9431647,SRS5012764,SAMN12120334,SRP210530,
SRR9431146,SRS5012764,SAMN12120334,SRP210530,
SRR9431793,SRS5012764,SAMN12120334,SRP210530,
SRR9431137,SRS5012764,SAMN12120334,SRP210530,
SRR9431117,SRS5012764,SAMN12120334,SRP210530,
SRR9431173,SRS5012764,SAMN12120334,SRP210530,
SRR9431708,SRS5012764,SAMN12120334,SRP210530,
SRR9430949,SRS5012764,SAMN12120334,SRP210530,
SRR9431655,SRS5012764,SAMN12120334,SRP210530,
SRR9431417,SRS5012764,SAMN12120334,SRP210530,
SRR9431233,SRS5012764,SAMN12120334,SRP210530,
SRR9431187,SRS5012764,SAMN12120334,SRP210530,
SRR9431442,SRS5012764,SAMN12120334,SRP210530,
SRR9431504,SRS5012764,SAMN12120334,SRP210530,
SRR9431265,SRS5012764,SAMN12120334,SRP210530,
SRR9431363,SRS5012764,SAMN12120334,SRP210530,
SRR9431564,SRS5012764,SAMN12120334,SRP210530,
SRR9431082,SRS5012764,SAMN12120334,SRP210530,
SRR9431562,SRS5012764,SAMN12120334,SRP210530,
SRR9431287,SRS5012764,SAMN12120334,SRP210530,
SRR9431365,SRS5012764,SAMN12120334,SRP210530,
SRR9431467,SRS5012764,SAMN12120334,SRP210530,
SRR9431481,SRS5012764,SAMN12120334,SRP210530,
SRR9431540,SRS5012764,SAMN12120334,SRP210530,
SRR9431422,SRS5012764,SAMN12120334,SRP210530,
SRR9431197,SRS5012764,SAMN12120334,SRP210530,
SRR9431764,SRS5012764,SAMN12120334,SRP210530,
SRR9431307,SRS5012764,SAMN12120334,SRP210530,
SRR9430985,SRS5012764,SAMN12120334,SRP210530,
SRR9431325,SRS5012764,SAMN12120334,SRP210530,
SRR9431492,SRS5012764,SAMN12120334,SRP210530,
SRR9431669,SRS5012764,SAMN12120334,SRP210530,
SRR9431463,SRS5012764,SAMN12120334,SRP210530,
SRR9431038,SRS5012764,SAMN12120334,SRP210530,
SRR9431735,SRS5012764,SAMN12120334,SRP210530,
SRR9431577,SRS5012764,SAMN12120334,SRP210530,
SRR9430966,SRS5012764,SAMN12120334,SRP210530,
SRR9431478,SRS5012764,SAMN12120334,SRP210530,
SRR9431429,SRS5012764,SAMN12120334,SRP210530,
SRR9431623,SRS5012764,SAMN12120334,SRP210530,
SRR9430943,SRS5012764,SAMN12120334,SRP210530,
SRR9431371,SRS5012764,SAMN12120334,SRP210530,
SRR9431695,SRS5012764,SAMN12120334,SRP210530,
SRR9431799,SRS5012764,SAMN12120334,SRP210530,
SRR9431226,SRS5012764,SAMN12120334,SRP210530,
SRR9431773,SRS5012764,SAMN12120334,SRP210530,
SRR9431316,SRS5012764,SAMN12120334,SRP210530,
SRR9430957,SRS5012764,SAMN12120334,SRP210530,
SRR9431646,SRS5012764,SAMN12120334,SRP210530,
SRR9431190,SRS5012764,SAMN12120334,SRP210530,
SRR9431791,SRS5012764,SAMN12120334,SRP210530,
SRR9431035,SRS5012764,SAMN12120334,SRP210530,
SRR9431165,SRS5012764,SAMN12120334,SRP210530,
SRR9431746,SRS5012764,SAMN12120334,SRP210530,
SRR9431772,SRS5012764,SAMN12120334,SRP210530,
SRR9431355,SRS5012764,SAMN12120334,SRP210530,
SRR9431531,SRS5012764,SAMN12120334,SRP210530,
SRR9430953,SRS5012764,SAMN12120334,SRP210530,
SRR9431595,SRS5012764,SAMN12120334,SRP210530,
SRR9431033,SRS5012764,SAMN12120334,SRP210530,
SRR9431114,SRS5012764,SAMN12120334,SRP210530,
SRR9431795,SRS5012764,SAMN12120334,SRP210530,
SRR9431037,SRS5012764,SAMN12120334,SRP210530,
SRR9431213,SRS5012764,SAMN12120334,SRP210530,
SRR9431498,SRS5012764,SAMN12120334,SRP210530,
SRR9431783,SRS5012764,SAMN12120334,SRP210530,
SRR9431509,SRS5012764,SAMN12120334,SRP210530,
SRR9430982,SRS5012764,SAMN12120334,SRP210530,
SRR9431232,SRS5012764,SAMN12120334,SRP210530,
SRR9431138,SRS5012764,SAMN12120334,SRP210530,
SRR9431016,SRS5012764,SAMN12120334,SRP210530,
SRR9431026,SRS5012764,SAMN12120334,SRP210530,
SRR9431704,SRS5012764,SAMN12120334,SRP210530,
SRR9430986,SRS5012764,SAMN12120334,SRP210530,
SRR9431303,SRS5012764,SAMN12120334,SRP210530,
SRR9431406,SRS5012764,SAMN12120334,SRP210530,
SRR9431526,SRS5012764,SAMN12120334,SRP210530,
SRR9431787,SRS5012764,SAMN12120334,SRP210530,
SRR9431405,SRS5012764,SAMN12120334,SRP210530,
SRR9431755,SRS5012764,SAMN12120334,SRP210530,
SRR9431128,SRS5012764,SAMN12120334,SRP210530,
SRR9431533,SRS5012764,SAMN12120334,SRP210530,
SRR9431622,SRS5012764,SAMN12120334,SRP210530,
SRR9431386,SRS5012764,SAMN12120334,SRP210530,
SRR9431689,SRS5012764,SAMN12120334,SRP210530,
SRR9431075,SRS5012764,SAMN12120334,SRP210530,
SRR9431403,SRS5012764,SAMN12120334,SRP210530,
SRR9431789,SRS5012764,SAMN12120334,SRP210530,
SRR9431703,SRS5012764,SAMN12120334,SRP210530,
SRR9431697,SRS5012764,SAMN12120334,SRP210530,
SRR9431378,SRS5012764,SAMN12120334,SRP210530,
